#cosmic_gene	tier	UniProt_accession	UniProt_genes	UniProt_status	UniProt_protein_name	somatic_mutations	germline_mutations	role_TSG	role_oncogene	role_fusion protein	genetics_dominant	genetics_recessive	actionability_level	resistance_mutations	dominant_mutation_type-fusion	dominant_mutation_type-translocation	dominant_mutation_type-missense_mutations	dominant_mutation_type-splice_site_mutations	dominant_mutation_type-nonsense_mutations	dominant_mutation_type-frameshift_mutations	dominant_mutation_type-large_deletions	dominant_mutation_type-amplification	dominant_mutation_type-other_mutations	tissue_epithelial	tissue_leukaemia-lymphoma	tissue_mesenchymal	tissue_other_tissue	hallmark_angiogenesis	hallmark_replicative_immortality	hallmark_energetics	hallmark_immune_evasion	hallmark_apoptosis	hallmark_genomic_instability	hallmark_metastasis	hallmark_proliferative_signaling	hallmark_growth_suppression	hallmark_inflammation	cancer_type(s)
LCK	1	P06239	LCK	reviewed	Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	T-ALL
LCP1	2	P13796	LCP1 PLS2	reviewed	Plastin-2 (L-plastin) (LC64P) (Lymphocyte cytosolic protein 1) (LCP-1)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NHL
LEF1	1	Q9UJU2	LEF1	reviewed	Lymphoid enhancer-binding factor 1 (LEF-1) (T cell-specific transcription factor 1-alpha) (TCF1-alpha)	1	0	1	1	0	0	0	-	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	B-ALL, T-ALL, eyelid sebaceous carcinoma, AML, lymphomas
LEPROTL1	2	O95214	LEPROTL1 My047 UNQ577/PRO1139	reviewed	Leptin receptor overlapping transcript-like 1 (Endospanin-2)	1	0	1	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	lung cancer, colon cancer
LHFPL6	2	Q9Y693	LHFPL6 LHFP	reviewed	LHFPL tetraspan subfamily member 6 protein (Lipoma HMGIC fusion partner)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	lipoma
LIFR	1	P42702	LIFR	reviewed	Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (CD antigen CD118)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	salivary adenoma
LMNA	1	P02545	LMNA LMN1	reviewed	Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	Spitzoid tumour
LMO1	1	P25800	LMO1 RBTN1 RHOM1 TTG1	reviewed	Rhombotin-1 (Cysteine-rich protein TTG-1) (LIM domain only protein 1) (LMO-1) (T-cell translocation protein 1)	1	1	0	1	1	1	0	-	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T-ALL, neuroblastoma, neuroblastoma
LMO2	1	P25791	LMO2 RBTN2 RBTNL1 RHOM2 TTG2	reviewed	Rhombotin-2 (Cysteine-rich protein TTG-2) (LIM domain only protein 2) (LMO-2) (T-cell translocation protein 2)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T-ALL
LPP	1	Q93052	LPP	reviewed	Lipoma-preferred partner (LIM domain-containing preferred translocation partner in lipoma)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	lipoma, leukaemia
LRIG3	1	Q6UXM1	LRIG3 LIG3 UNQ287/PRO326/PRO335	reviewed	Leucine-rich repeats and immunoglobulin-like domains protein 3 (LIG-3)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NSCLC
LRP1B	1	Q9NZR2	LRP1B LRPDIT	reviewed	Low-density lipoprotein receptor-related protein 1B (LRP-1B) (Low-density lipoprotein receptor-related protein-deleted in tumor) (LRP-DIT)	1	0	1	0	0	0	1	-	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	CLL, ovarian cancer, oesophageal squamous cell carcinoma, urothelial cancer
LSM14A	2	Q8ND56	LSM14A C19orf13 FAM61A RAP55 RAP55A	reviewed	Protein LSM14 homolog A (Protein FAM61A) (Protein SCD6 homolog) (Putative alpha-synuclein-binding protein) (AlphaSNBP) (RNA-associated protein 55A) (hRAP55) (hRAP55A)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Spitzoid tumour
LYL1	1	P12980	LYL1 BHLHA18	reviewed	Protein lyl-1 (Class A basic helix-loop-helix protein 18) (bHLHa18) (Lymphoblastic leukemia-derived sequence 1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T-ALL
LYN	2	P07948	LYN JTK8	reviewed	Tyrosine-protein kinase Lyn (EC 2.7.10.2) (Lck/Yes-related novel protein tyrosine kinase) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn)	1	0	0	1	1	0	0	-	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	DLBCL, B-ALL, MPN
LZTR1	1	Q8N653	LZTR1 TCFL2	reviewed	Leucine-zipper-like transcriptional regulator 1 (LZTR-1)	1	1	1	0	0	1	0	-	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	glioblastoma, glioblastoma, schwannoma
MACC1	2	Q6ZN28	MACC1	reviewed	Metastasis-associated in colon cancer protein 1 (SH3 domain-containing protein 7a5)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	liver, CRC
MAF	1	O75444	MAF	reviewed	Transcription factor Maf (Proto-oncogene c-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	MM
MAFB	1	Q9Y5Q3	MAFB KRML	reviewed	Transcription factor MafB (Maf-B) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	MM
MALT1	1	Q9UDY8	MALT1 MLT	reviewed	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 (EC 3.4.22.-) (MALT lymphoma-associated translocation) (Paracaspase)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	MALT
MAML2	1	Q8IZL2	MAML2 KIAA1819	reviewed	Mastermind-like protein 2 (Mam-2)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	salivary gland mucoepidermoid
MAP2K1	1	Q02750	MAP2K1 MEK1 PRKMK1	reviewed	Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)	1	0	0	1	0	1	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1	NSCLC, melanoma, colorectal
MAP2K2	1	P36507	MAP2K2 MEK2 MKK2 PRKMK2	reviewed	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	1	0	0	1	0	1	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	NSCLC, melanoma
MAP2K4	1	P45985	MAP2K4 JNKK1 MEK4 MKK4 PRKMK4 SEK1 SERK1 SKK1	reviewed	Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1) (Stress-activated protein kinase kinase 1) (SAPK kinase 1) (SAPKK-1) (SAPKK1) (c-Jun N-terminal kinase kinase 1) (JNKK)	1	0	1	1	0	0	1	-	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	pancreatic, breast, colorectal
MAP3K1	1	Q13233	MAP3K1 MAPKKK1 MEKK MEKK1	reviewed	Mitogen-activated protein kinase kinase kinase 1 (EC 2.7.11.25) (MAPK/ERK kinase kinase 1) (MEK kinase 1) (MEKK 1)	1	0	1	1	0	0	1	-	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	luminal A breast
MAP3K13	1	O43283	MAP3K13 LZK	reviewed	Mitogen-activated protein kinase kinase kinase 13 (EC 2.7.11.25) (Leucine zipper-bearing kinase) (Mixed lineage kinase) (MLK)	1	0	1	1	0	0	1	-	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	breast
MAPK1	1	P28482	MAPK1 ERK2 PRKM1 PRKM2	reviewed	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	CLL, ovarian mixed germ cell tumour, cervical carcinoma
MAX	1	P61244	MAX BHLHD4	reviewed	Protein max (Class D basic helix-loop-helix protein 4) (bHLHd4) (Myc-associated factor X)	1	1	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	pheochromocytoma, endometrioid carcinoma, colon carcinoma, pheochromocytoma
MB21D2	2	Q8IYB1	MB21D2 C3orf59	reviewed	Nucleotidyltransferase MB21D2 (EC 2.7.7.-) (Mab-21 domain-containing protein 2) (hMB21D2)	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	lung cancer
MDM2	1	Q00987	MDM2	reviewed	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Hdm2) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	1	0	0	1	0	1	0	-	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	sarcoma, glioma, colorectal, other tumour types
MDM4	1	O15151	MDM4 MDMX	reviewed	Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4)	1	0	0	1	0	1	0	-	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	glioblastoma, bladder, retinoblastoma
MECOM	1	Q03112	MECOM EVI1 MDS1 PRDM3	reviewed	Histone-lysine N-methyltransferase MECOM (EC 2.1.1.367) (Ecotropic virus integration site 1 protein homolog) (EVI-1) (MDS1 and EVI1 complex locus protein) (Myelodysplasia syndrome 1 protein) (Myelodysplasia syndrome-associated protein 1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML, CML, MDS
MED12	1	Q93074	MED12 ARC240 CAGH45 HOPA KIAA0192 TNRC11 TRAP230	reviewed	Mediator of RNA polymerase II transcription subunit 12 (Activator-recruited cofactor 240 kDa component) (ARC240) (CAG repeat protein 45) (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein)	1	0	1	0	0	1	0	-	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	uterine leiomyoma, fibroadenoma, phyllodes tumour
MEN1	1	O00255	MEN1 SCG2	reviewed	Menin	1	1	1	0	0	0	1	-	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	parathyroid tumours, pancreatic neuroendocrine tumour, parathyroid adenoma, pituitary adenoma, pancreatic islet cell, carcinoid
MET	1	P08581	MET	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	papillary renal, head-neck squamous cell, papillary renal
MGMT	2	P16455	MGMT	reviewed	Methylated-DNA--protein-cysteine methyltransferase	1	0	1	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	glioma
MITF	1	O75030	MITF BHLHE32	reviewed	Microphthalmia-associated transcription factor (Class E basic helix-loop-helix protein 32) (bHLHe32)	1	0	0	1	0	1	0	-	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	melanoma
MLF1	1	P58340	MLF1	reviewed	Myeloid leukemia factor 1 (Myelodysplasia-myeloid leukemia factor 1)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
MLH1	1	P40692	MLH1 COCA2	reviewed	DNA mismatch repair protein Mlh1 (MutL protein homolog 1)	1	1	1	0	0	0	1	-	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	colorectal, endometrial, ovarian, CNS tumours, colorectal, endometrial, ovarian, CNS
MLLT1	1	Q03111	MLLT1 ENL LTG19 YEATS1	reviewed	Protein ENL (YEATS domain-containing protein 1)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AL
MLLT10	1	P55197	MLLT10 AF10	reviewed	Protein AF-10 (ALL1-fused gene from chromosome 10 protein)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	AL
MLLT11	1	Q13015	MLLT11 AF1Q	reviewed	Protein AF1q	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ALL
MLLT3	1	P42568	MLLT3 AF9 YEATS3	reviewed	Protein AF-9 (ALL1-fused gene from chromosome 9 protein) (Myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein) (YEATS domain-containing protein 3)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ALL
MLLT6	1	P55198	MLLT6 AF17	reviewed	Protein AF-17 (ALL1-fused gene from chromosome 17 protein)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AL
MN1	1	Q10571	MN1	reviewed	Transcriptional activator MN1 (Probable tumor suppressor protein MN1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML, MDS
MNX1	2	P50219	MNX1 HLXB9	reviewed	Motor neuron and pancreas homeobox protein 1 (Homeobox protein HB9)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
MPL	1	P40238	MPL TPOR	reviewed	Thrombopoietin receptor (TPO-R) (Myeloproliferative leukemia protein) (Proto-oncogene c-Mpl) (CD antigen CD110)	1	1	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	MPN, MPN
MRTFA	1	Q969V6	MRTFA KIAA1438 MAL MKL1	reviewed	Myocardin-related transcription factor A (MRTF-A) (MKL/myocardin-like protein 1) (Megakaryoblastic leukemia 1 protein) (Megakaryocytic acute leukemia protein)	1	0	1	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	acute megakaryocytic leukaemia
MSH2	1	P43246	MSH2	reviewed	DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2)	1	1	1	0	0	0	1	-	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	colorectal, endometrial, ovarian, colorectal, endometrial, ovarian
MSH6	1	P52701	MSH6 GTBP	reviewed	DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)	1	1	1	0	0	0	1	-	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	colorectal, colorectal, endometrial, ovarian
MSI2	1	Q96DH6	MSI2	reviewed	RNA-binding protein Musashi homolog 2 (Musashi-2)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	CML
MSN	1	P26038	MSN	reviewed	Moesin (Membrane-organizing extension spike protein)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ALCL
MTCP1	1	P56278	MTCP1 C6.1B	reviewed	Protein p13 MTCP-1 (p13MTCP1) (Mature T-cell proliferation-1 type B1) (MTCP-1 type B1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T cell prolymphocytic leukaemia
MTOR	1	P42345	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1	reviewed	Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1)	1	0	0	1	0	1	0	-	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	endometrial carcinoma, head and neck, clear cell renal cell carcinoma, anaplastic thyroid cancer, urothelial cell carcinoma, central nervous system tumours, testicular germ cell tumours and other tumour types
MUC1	1	P15941	MUC1 PUM	reviewed	"Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]"	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	B-NHL
MUC16	2	Q8WXI7	MUC16 CA125	reviewed	Mucin-16 (MUC-16) (Ovarian cancer-related tumor marker CA125) (CA-125) (Ovarian carcinoma antigen CA125)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HNSCC, melanoma
MUC4	2	Q99102	MUC4	reviewed	"Mucin-4 (MUC-4) (Ascites sialoglycoprotein) (ASGP) (Pancreatic adenocarcinoma mucin) (Testis mucin) (Tracheobronchial mucin) [Cleaved into: Mucin-4 alpha chain (Ascites sialoglycoprotein 1) (ASGP-1); Mucin-4 beta chain (Ascites sialoglycoprotein 2) (ASGP-2)]"	1	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HNSCC
MUTYH	1	Q9UIF7	MUTYH MYH	reviewed	Adenine DNA glycosylase (EC 3.2.2.31) (MutY homolog) (hMYH)	0	1	1	0	0	0	1	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	colorectal
MYB	1	P10242	MYB	reviewed	Transcriptional activator Myb (Proto-oncogene c-Myb)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	adenoid cystic carcinoma
MYC	1	P01106	MYC BHLHE39	reviewed	Myc proto-oncogene protein (Class E basic helix-loop-helix protein 39) (bHLHe39) (Proto-oncogene c-Myc) (Transcription factor p64)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	Burkitt lymphoma, amplified in other cancers, B-CLL
MYCL	1	P12524	MYCL BHLHE38 LMYC MYCL1	reviewed	Protein L-Myc (Class E basic helix-loop-helix protein 38) (bHLHe38) (Protein L-Myc-1) (V-myc myelocytomatosis viral oncogene homolog)	1	0	0	1	0	1	0	-	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	small cell lung carcinoma
MYCN	1	P04198	MYCN BHLHE37 NMYC	reviewed	N-myc proto-oncogene protein (Class E basic helix-loop-helix protein 37) (bHLHe37)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	neuroblastoma, Wilms tumour
MYD88	1	Q99836	MYD88	reviewed	Myeloid differentiation primary response protein MyD88	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	ABC-DLBCL
MYH11	1	P35749	MYH11 KIAA0866	reviewed	Myosin-11 (Myosin heavy chain 11) (Myosin heavy chain, smooth muscle isoform) (SMMHC)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
MYH9	1	P35579	MYH9	reviewed	Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ALCL
MYO5A	1	Q9Y4I1	MYO5A MYH12	reviewed	Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle) (Myosin heavy chain 12) (Myosin-12) (Myoxin)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Spitzoid tumour
MYOD1	1	P15172	MYOD1 BHLHC1 MYF3 MYOD	reviewed	Myoblast determination protein 1 (Class C basic helix-loop-helix protein 1) (bHLHc1) (Myogenic factor 3) (Myf-3)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	embryonal rhabdomyosarcoma
N4BP2	2	Q86UW6	N4BP2 B3BP KIAA1413	reviewed	NEDD4-binding protein 2 (N4BP2) (EC 3.-.-.-) (BCL-3-binding protein)	1	0	1	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	lung cancer
NAB2	1	Q15742	NAB2 MADER	reviewed	NGFI-A-binding protein 2 (EGR-1-binding protein 2) (Melanoma-associated delayed early response protein) (Protein MADER)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	solitary fibrous tumour, meningeal haemangiopericytoma
NACA	2	E9PAV3	NACA	reviewed	Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form) (skNAC)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NHL
NBEA	2	Q8NFP9	NBEA BCL8B KIAA1544 LYST2	reviewed	Neurobeachin (Lysosomal-trafficking regulator 2) (Protein BCL8B)	1	0	0	0	0	0	0	-	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	large intestine carcinoma, multiple myeloma
NBN	1	O60934	NBN NBS NBS1 P95	reviewed	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)	0	1	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	NHL, glioma, medulloblastoma, rhabdomyosarcoma
NCKIPSD	2	Q9NZQ3	NCKIPSD AF3P21 SPIN90	reviewed	NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (54 kDa vimentin-interacting protein) (VIP54) (90 kDa SH3 protein interacting with Nck) (AF3p21) (Dia-interacting protein 1) (DIP-1) (Diaphanous protein-interacting protein) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-interacting protein)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ALL
NCOA1	1	Q15788	NCOA1 BHLHE74 SRC1	reviewed	Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 74) (bHLHe74) (Protein Hin-2) (RIP160) (Renal carcinoma antigen NY-REN-52) (Steroid receptor coactivator 1) (SRC-1)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	alveolar rhabdomyosarcoma
NCOA2	1	Q15596	NCOA2 BHLHE75 SRC2 TIF2	reviewed	Nuclear receptor coactivator 2 (NCoA-2) (Class E basic helix-loop-helix protein 75) (bHLHe75) (Transcriptional intermediary factor 2) (hTIF2)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	AML, chondrosarcoma, rhabdomyosarcoma
NCOA4	1	Q13772	NCOA4 ARA70 ELE1 RFG	reviewed	Nuclear receptor coactivator 4 (NCoA-4) (Androgen receptor coactivator 70 kDa protein) (70 kDa AR-activator) (70 kDa androgen receptor coactivator) (Androgen receptor-associated protein of 70 kDa) (Ret-activating protein ELE1)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	papillary thyroid
NCOR1	1	O75376	NCOR1 KIAA1047	reviewed	Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)	1	0	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	breast
