UniProt	DeePhase
Q5I0X7	0.186
Q02127	0.186
Q9Y272	0.186
Q6P093	0.186
O43505	0.186
Q9UHE8	0.186
A6NMK7	0.186
P00739	0.186
A0A589	0.186
P01762	0.186
Q53RT3	0.186
B3GLJ2	0.186
Q9UNI6	0.186
O43482	0.186
Q9H920	0.186
P11441	0.186
P00403	0.186
Q16635	0.186
A0A0B4J2F0	0.186
O95139	0.186
Q9UGQ2	0.186
Q9NYR8	0.186
Q9NPA8	0.186
P0CG21	0.186
Q693B1	0.186
Q9Y6C7	0.186
P21953	0.186
Q7L5Y1	0.186
Q8NBJ7	0.187
Q9NPA3	0.187
P13726	0.187
Q6UW56	0.187
P0DSN7	0.187
Q8WZ04	0.187
Q9NZD8	0.187
P48060	0.187
Q13291	0.187
Q6B9Z1	0.187
Q8IZQ5	0.187
Q16719	0.187
P07203	0.187
A0A075B6S9	0.187
O14966	0.187
Q9UG22	0.187
Q8N1Q8	0.187
P63261	0.187
Q99571	0.187
P40121	0.187
P20839	0.187
O95989	0.187
Q9NZ38	0.187
E0CX11	0.187
P28676	0.187
P49441	0.187
F8VTS6	0.187
Q9H790	0.187
P0CW21	0.187
O75390	0.187
Q6UWF9	0.187
Q9H741	0.187
Q96NS1	0.188
Q9BUA6	0.188
P50053	0.188
Q96RQ1	0.188
Q5JUW0	0.188
O95900	0.188
Q9Y230	0.188
B2RD01	0.188
Q86WN2	0.188
Q8N690	0.188
O76003	0.188
K7EJ46	0.188
Q9H4M9	0.188
P35070	0.188
A0A539	0.188
Q96HR9	0.188
Q9BX74	0.188
P06732	0.188
Q96K12	0.188
P08700	0.188
A0A0C4DH42	0.188
P01568	0.188
A0A0G2JMH3	0.188
Q16401	0.188
A6NGU7	0.188
P11172	0.188
P0CH98	0.188
P10768	0.188
P07477	0.188
P62273	0.188
B7Z3J9	0.188
O75608	0.188
P08949	0.189
P08185	0.189
Q9NUI1	0.189
Q9Y6Y9	0.189
Q8TCB0	0.189
Q6RVD6	0.189
Q14249	0.189
Q6UWS5	0.189
P24855	0.189
Q8WUS8	0.189
Q6RW13	0.189
Q9BVA6	0.189
O43927	0.189
Q8WWV3	0.189
Q6ZPD8	0.189
P21589	0.189
Q9GZY1	0.189
A0A0B4J234	0.189
P28062	0.189
Q8WUT9	0.189
Q96LK0	0.189
O95236	0.189
Q9H4Y5	0.189
P11233	0.189
Q8WZ33	0.189
Q5SZD4	0.189
Q8IX05	0.189
Q9HBA9	0.189
Q9BVX2	0.189
Q9Y5J6	0.189
Q9Y303	0.189
Q96BR5	0.19
Q9NR50	0.19
Q9NPU4	0.19
Q309B1	0.19
Q9H0Q0	0.19
A0A0B4J1Y8	0.19
P53370	0.19
Q5TYM5	0.19
O95050	0.19
Q8NHW4	0.19
Q9Y3B8	0.19
Q96EF6	0.19
P56880	0.19
A0A087WV62	0.19
P20711	0.19
A0A0B4J272	0.19
Q9BQD7	0.19
A0A0A6YYG3	0.19
Q9NZV6	0.19
Q6UWW9	0.19
Q04917	0.19
Q13278	0.19
O95336	0.19
P14927	0.19
Q8IZR5	0.19
Q96LR4	0.19
Q99489	0.19
Q5BKY1	0.191
P00918	0.191
Q92527	0.191
Q86Y79	0.191
Q6P5S7	0.191
Q8WXI8	0.191
Q5U5X0	0.191
Q96IW7	0.191
Q9BRF8	0.191
Q99643	0.191
Q3KNT7	0.191
P13995	0.191
P31946	0.191
Q99895	0.191
Q8N136	0.191
A0A0K0K1A5	0.191
Q96LR9	0.191
O75629	0.191
P56381	0.191
P40259	0.191
Q9P0N8	0.191
C9JXX5	0.191
P03950	0.191
P0CG04	0.191
Q9UBE0	0.191
Q15121	0.192
P62495	0.192
P80217	0.192
Q08752	0.192
Q96HR3	0.192
P12955	0.192
Q9Y5K5	0.192
Q9Y225	0.192
Q9H1Y0	0.192
P57738	0.192
Q9H2I8	0.192
Q9Y3F4	0.192
Q9Y2P8	0.192
Q9GZQ3	0.192
A8MXE2	0.192
P11086	0.192
A0A6Q8PGL7	0.192
Q96JP0	0.192
Q5FVE4	0.192
P38919	0.192
Q9H4I8	0.192
Q6ZST2	0.192
Q6UWF5	0.192
Q96EQ8	0.192
P15085	0.193
P09417	0.193
Q9UIV1	0.193
O60894	0.193
Q96GC9	0.193
Q6ZVL8	0.193
Q5W064	0.193
Q96A57	0.193
P01764	0.193
Q8IWL8	0.193
Q8N8R3	0.193
Q8WW62	0.193
A0A087X0K7	0.193
Q9NZS2	0.193
P20062	0.193
B5MCN3	0.193
P80748	0.193
Q5VWP2	0.193
Q96IY4	0.193
H3BQJ8	0.193
Q9Y5M8	0.193
O95379	0.193
P04424	0.193
P01848	0.193
Q9NRX6	0.193
Q9Y5L5	0.193
Q9UI25	0.193
Q969K4	0.194
A0A0B4J237	0.194
Q9BRT2	0.194
P04075	0.194
A6NJ69	0.194
P0DP57	0.194
P22676	0.194
Q7Z4H3	0.194
Q9BWL3	0.194
Q96DX5	0.194
Q15274	0.194
P52815	0.194
Q9Y6I8	0.194
Q96IT6	0.194
A0PK00	0.194
Q11203	0.194
Q9GZP4	0.194
P50238	0.194
Q15843	0.194
Q9BYC8	0.194
Q9BTE7	0.194
Q96DB5	0.195
P55957	0.195
Q9BWS9	0.195
Q9Y4X3	0.195
P29965	0.195
Q9HAC7	0.195
Q99832	0.195
P37287	0.195
Q8NHM4	0.195
Q9H9P2	0.195
Q30KQ4	0.195
Q8IX19	0.195
O95292	0.195
P0DPD7	0.195
O43852	0.195
A6NEL3	0.195
Q01344	0.195
Q5R3I4	0.195
P32881	0.195
Q08AG7	0.196
Q5MNZ6	0.196
Q9NRD1	0.196
P60228	0.196
A0A7I2V2S6	0.196
P07288	0.196
Q86SY8	0.196
O15392	0.196
Q9HAB8	0.196
Q9Y5K8	0.196
O75310	0.196
P78410	0.196
Q9HBX3	0.196
Q9HAV0	0.196
P49419	0.196
Q96PN8	0.196
Q9NUQ9	0.196
O15335	0.196
Q96T66	0.196
O95190	0.196
Q9HB55	0.196
Q13609	0.196
A0A075B6S5	0.196
Q9UK73	0.196
Q9ULC5	0.196
Q9HBM1	0.196
A0A0B4J245	0.196
Q14654	0.196
P0DTL4	0.196
Q6UWV2	0.196
P60153	0.196
Q9Y2T2	0.196
P20292	0.197
P06133	0.197
P05121	0.197
Q96B42	0.197
Q92874	0.197
Q8N4F7	0.197
P30990	0.197
Q5VST6	0.197
Q6UXZ0	0.197
Q6NVU6	0.197
Q8TBP6	0.197
P32856	0.197
P55008	0.197
Q8N0U6	0.197
O75934	0.197
P01834	0.197
Q8NFP0	0.197
Q13907	0.197
Q9H560	0.197
P16260	0.197
P43897	0.197
O95751	0.197
Q8NEZ5	0.197
P33261	0.197
P13987	0.197
Q13155	0.197
Q13588	0.197
Q96M15	0.197
P56748	0.197
Q8N9X5	0.197
Q96SN7	0.197
Q6ZQW0	0.197
Q8NHS2	0.198
P32929	0.198
P07327	0.198
P01562	0.198
Q9BRT9	0.198
Q15782	0.198
Q8TDQ0	0.198
Q9BRX9	0.198
P0DTW3	0.198
Q9BX67	0.198
A0A0B4J271	0.198
Q86X60	0.198
Q86YG4	0.198
O75396	0.198
A6NCI5	0.198
Q69YW2	0.198
Q86Y78	0.198
Q9Y484	0.198
Q86X19	0.198
Q9UNK0	0.198
P29803	0.198
Q8WXK1	0.199
Q6ZWI9	0.199
P40227	0.199
B1AK76	0.199
Q8TAT8	0.199
P49914	0.199
P59103	0.199
P60709	0.199
O43688	0.199
Q9UKY3	0.199
Q9H3L0	0.199
Q30KQ1	0.199
O14931	0.199
Q6UWE3	0.199
O75845	0.199
Q8WWG1	0.199
Q96PS6	0.199
Q6P6B7	0.2
Q8N336	0.2
P24752	0.2
Q92876	0.2
Q9NUM4	0.2
Q9Y2P4	0.2
A0A0B4J1U6	0.2
Q3B7J2	0.2
Q9UMX2	0.2
Q8IV20	0.2
Q9P2R7	0.2
Q8N6F8	0.2
Q9BQ51	0.2
P43686	0.2
Q99578	0.2
A0A0J9YX35	0.2
Q92914	0.2
Q86SI9	0.2
Q9BXS5	0.2
Q8TD22	0.2
Q9GZT8	0.2
Q8N0U8	0.201
Q9BXR0	0.201
Q08648	0.201
Q96KX2	0.201
P01737	0.201
Q9GZN7	0.201
Q96KB5	0.201
Q9Y646	0.201
P40205	0.201
P01566	0.201
O75795	0.201
A0A0B4J1U7	0.201
Q6RUI8	0.201
Q9BR01	0.201
P16455	0.201
Q10589	0.201
Q13510	0.201
P00540	0.201
P01570	0.201
Q5VTU8	0.201
P36871	0.201
Q16661	0.201
Q8NBZ7	0.201
Q9Y6Z2	0.201
C9J202	0.201
O94788	0.201
Q9H8H3	0.201
O76027	0.201
Q7Z5L0	0.202
Q15327	0.202
Q8NHP1	0.202
Q96KP4	0.202
Q15035	0.202
P01718	0.202
Q8N635	0.202
Q14108	0.202
C9JJ37	0.202
Q08116	0.202
Q9NVS9	0.202
P16444	0.202
Q9BQ69	0.202
Q8N8Q8	0.202
H3BNL8	0.202
Q8N6I4	0.202
Q9BZL3	0.202
B5MD39	0.202
Q13007	0.202
Q7Z5A9	0.202
Q9H1A3	0.202
Q8WWR9	0.202
P22307	0.202
Q9H9V4	0.202
O60662	0.202
P62324	0.202
P53004	0.202
Q9H2A2	0.202
Q96PD4	0.203
Q8N7X8	0.203
P31512	0.203
Q96E14	0.203
Q86UV6	0.203
Q9NU53	0.203
Q86UV7	0.203
P47869	0.203
P01583	0.203
P22612	0.203
Q15486	0.203
Q5JQD4	0.203
O60671	0.203
Q5H9E4	0.203
Q15825	0.203
Q9NZ32	0.203
Q9BRK5	0.203
O76042	0.203
A6NH52	0.203
Q5VUY0	0.203
Q9H871	0.203
P18505	0.203
O75293	0.203
Q9BV79	0.203
O43913	0.203
Q96HG1	0.203
Q9HD40	0.204
Q9H469	0.204
Q8ND90	0.204
P0C672	0.204
Q9H628	0.204
Q96G21	0.204
A0A1B0GVX0	0.204
Q8NEK8	0.204
Q8WZA0	0.204
Q9UJ72	0.204
P01286	0.204
Q9H1C3	0.204
Q96B77	0.204
Q53HV7	0.204
Q9NTJ5	0.204
Q9NZI2	0.204
Q96DA0	0.204
P46952	0.204
Q969E1	0.204
P21810	0.204
A0M8Q6	0.204
P09919	0.204
P47755	0.204
Q6ZRF7	0.204
Q8WVM0	0.204
Q9H649	0.204
Q96EH8	0.204
Q15661	0.205
Q06055	0.205
Q6PIU2	0.205
Q8IY95	0.205
P01599	0.205
Q6JVE5	0.205
Q6Q8B3	0.205
P20151	0.205
P21781	0.205
Q8IUS5	0.205
Q7Z4L9	0.205
P20231	0.205
Q02083	0.205
Q9NYK5	0.205
Q6EBC2	0.205
P62841	0.205
E5RG02	0.205
Q92989	0.205
Q8NG50	0.205
Q86VN1	0.206
O00253	0.206
Q9UBR1	0.206
P35030	0.206
P81534	0.206
Q92526	0.206
Q8TCZ7	0.206
O00628	0.206
Q6IMI4	0.206
P01242	0.206
Q9GZN1	0.206
Q9NY25	0.206
P04141	0.206
Q16082	0.206
P50990	0.206
A6NM36	0.206
Q9P0N9	0.206
Q8NAP1	0.206
A0A0B4J2B6	0.206
Q8IUK8	0.206
Q5VY80	0.206
Q96G75	0.206
P67870	0.206
Q8N7C4	0.206
Q15649	0.206
Q6UWU4	0.206
Q8N4L2	0.206
Q6UWV6	0.207
Q01740	0.207
Q9H772	0.207
P07954	0.207
U3KPV4	0.207
Q6PI78	0.207
Q9NYL5	0.207
Q9UKL4	0.207
A0A5F9ZHS0	0.207
Q9NZK5	0.207
Q9H9T3	0.207
Q8TBM7	0.207
Q16880	0.207
P37268	0.207
Q86VX2	0.207
O15304	0.207
Q6ZNM6	0.207
Q92781	0.207
Q8NFR3	0.207
O43916	0.207
P48507	0.207
P30101	0.207
P30532	0.207
O00526	0.207
Q8N5C1	0.207
Q6DKI1	0.207
P27348	0.207
P48595	0.207
P00439	0.207
Q5JTB6	0.207
P0DMW2	0.207
Q6GV28	0.207
Q5SY13	0.207
Q5SRE7	0.207
Q86SH4	0.207
P81172	0.208
Q9Y6A9	0.208
P19652	0.208
P54710	0.208
P02763	0.208
O75881	0.208
Q96G23	0.208
O43739	0.208
Q9UH62	0.208
P25325	0.208
Q16589	0.208
A0A0C4DGP1	0.208
O60220	0.208
P62333	0.208
Q03426	0.209
Q9H9S4	0.209
P14902	0.209
P01229	0.209
P62993	0.209
Q9BZ98	0.209
Q6ZQY2	0.209
O95744	0.209
Q4QY38	0.209
Q8NFQ5	0.209
O14775	0.209
Q6UWJ8	0.209
P49223	0.209
Q15573	0.209
Q9HD42	0.209
Q8IW45	0.209
P40938	0.209
Q6UWK7	0.209
Q07654	0.209
A0A1W2PPM0	0.209
Q9UHG3	0.209
O43396	0.209
P00746	0.209
Q96CB9	0.209
P05937	0.209
Q8NBI6	0.209
Q99828	0.209
Q9Y294	0.21
Q9NUV7	0.21
Q567V2	0.21
P28472	0.21
Q9NPF2	0.21
Q6ZSR6	0.21
P10915	0.21
A0A0B4J2H0	0.21
P11511	0.21
A0A075B6U6	0.21
Q8NBT2	0.21
Q9Y316	0.21
P41134	0.21
Q9NYT0	0.21
Q9Y6G5	0.21
Q15645	0.21
O60701	0.21
Q5T4T1	0.21
Q9H3Z4	0.21
Q9NUU6	0.21
Q5T2E6	0.21
P21583	0.21
P17174	0.21
Q03154	0.21
Q7Z7F7	0.21
A0A576	0.21
P02778	0.21
Q6PII5	0.21
P16671	0.21
Q96P63	0.21
P25705	0.21
Q96IJ6	0.21
Q9NWX5	0.21
Q6T310	0.21
P52823	0.21
Q5JX69	0.21
P62714	0.21
P01008	0.21
Q6UXL0	0.21
Q6ZUV0	0.21
P49888	0.211
Q14406	0.211
O95069	0.211
P13984	0.211
P58062	0.211
P62857	0.211
P36222	0.211
Q9Y691	0.211
P0C2W1	0.211
Q5EB52	0.211
Q6ICB0	0.211
O60844	0.211
Q5SVJ3	0.211
P60059	0.211
Q16609	0.211
P20827	0.211
P28288	0.211
A6NLP5	0.211
P63279	0.211
O14734	0.211
Q5T8I9	0.211
Q8IU54	0.211
O95711	0.211
Q6NUS8	0.211
Q9H1Z8	0.211
P20813	0.212
Q9NXK8	0.212
Q6ZRV3	0.212
Q9NYL9	0.212
Q9P0U1	0.212
P67775	0.212
Q8IZK6	0.212
Q9NPA0	0.212
Q8N7L0	0.212
A0A0J9YX75	0.212
Q8WVX9	0.212
A0A494BZU4	0.212
Q6MZN7	0.212
Q9Y575	0.212
Q16647	0.212
O75602	0.212
Q9BZM5	0.212
Q96JD6	0.212
Q53H96	0.212
P63218	0.212
O60831	0.212
P49448	0.212
P20933	0.212
Q8NEY3	0.212
O15460	0.212
Q9Y282	0.213
P20774	0.213
Q9BX93	0.213
A6NKQ9	0.213
A0PJE2	0.213
P14415	0.213
Q9Y6W8	0.213
P51460	0.213
Q14410	0.213
W5XKT8	0.213
P48163	0.213
Q9BYD9	0.213
Q5DT21	0.213
Q8NBE8	0.213
P0C7Q2	0.213
Q9XRX5	0.213
Q8N371	0.213
Q5T2N8	0.213
O95249	0.213
Q3MIX3	0.213
Q9UFV1	0.213
Q9BYG7	0.213
Q13572	0.213
Q9BYD2	0.213
Q6ZUT4	0.213
Q8NE86	0.213
P28562	0.213
P48741	0.213
Q9NV96	0.213
Q8N2U9	0.213
P30838	0.213
Q96FA7	0.213
Q15777	0.213
O14764	0.213
Q8TAF5	0.213
Q96D03	0.213
P61158	0.213
P53673	0.213
O95445	0.214
Q9UBR5	0.214
O43766	0.214
Q9NPI9	0.214
Q9BY64	0.214
P11712	0.214
O14921	0.214
Q9UHU1	0.214
P15515	0.214
Q96K19	0.214
P0DN25	0.214
Q6UXB2	0.214
P05166	0.214
P08294	0.214
A0PJW6	0.214
Q30KQ7	0.214
A6NJV1	0.214
Q6IMI6	0.214
Q9H9P8	0.214
Q6QHC5	0.214
O75677	0.214
P57771	0.214
Q6UXP3	0.215
P05091	0.215
Q86SK9	0.215
Q969H9	0.215
Q96HF1	0.215
O95470	0.215
Q16878	0.215
Q13277	0.215
Q6ZVQ6	0.215
Q86X40	0.215
P30613	0.215
P30939	0.215
P60602	0.215
O15121	0.215
Q8N0Z8	0.215
Q9BQQ7	0.215
O15444	0.215
P61981	0.215
O60542	0.215
P08218	0.215
P14618	0.216
Q00532	0.216
Q9BZM4	0.216
Q8TBC4	0.216
Q6NVV7	0.216
P43235	0.216
A0A1B0GVH4	0.216
Q96DT0	0.216
Q9BSF4	0.216
Q05923	0.216
Q8NHW6	0.216
P36537	0.216
Q07444	0.216
Q9NW15	0.216
Q13394	0.216
P05546	0.216
Q8N413	0.216
O60938	0.217
Q17RY6	0.217
Q9NYP8	0.217
P18124	0.217
Q8NA97	0.217
Q9HCN8	0.217
P37059	0.217
Q6ZRU5	0.217
A0A0B4J1V1	0.217
Q86SQ9	0.217
Q9H853	0.217
Q9BQR3	0.217
Q8NDX9	0.217
Q8N7C0	0.217
Q8TAL6	0.217
Q1L6U9	0.217
Q9UGM1	0.217
P06028	0.217
O96011	0.217
P62081	0.217
P50453	0.217
P47870	0.217
A0A0B4J262	0.217
P23368	0.217
Q9BYD6	0.217
Q96IX9	0.218
Q99712	0.218
Q8N5Y8	0.218
F2Z3F1	0.218
A6NK59	0.218
Q6IS24	0.218
P26678	0.218
P59036	0.218
Q9NZK7	0.218
Q6P1N9	0.218
Q9NR63	0.218
Q96NT3	0.218
P04090	0.218
P18074	0.218
Q96DW6	0.218
Q8IX04	0.218
Q13829	0.218
Q92624	0.218
Q96KX0	0.218
A8K554	0.218
Q8IZM0	0.218
H0YL14	0.218
P09565	0.218
Q9Y508	0.218
Q8NEB5	0.218
Q9Y2C3	0.218
Q96A70	0.219
P52298	0.219
Q8TEA1	0.219
Q8NFZ8	0.219
Q96FW1	0.219
Q9NXW9	0.219
Q8N7P3	0.219
Q95460	0.219
O75594	0.219
Q6UWV7	0.219
Q9H977	0.219
Q6VVB1	0.219
Q9ULS6	0.219
P51857	0.219
Q8WXG1	0.219
Q2TAA5	0.219
P32970	0.219
Q8N6M9	0.219
Q8WTS1	0.219
P28907	0.219
Q9H379	0.219
O95302	0.219
O15212	0.219
Q4LEZ3	0.219
Q9UIK4	0.22
P59190	0.22
Q96HD9	0.22
P62910	0.22
Q9H521	0.22
Q8N456	0.22
Q9H9E1	0.22
Q86XS8	0.22
P51946	0.22
O15496	0.22
Q68DW6	0.22
P08217	0.22
Q629K1	0.22
P16333	0.22
Q8TCC3	0.22
P0DMM9	0.22
A6NKW6	0.22
P0DMN0	0.22
Q96MT4	0.22
A2RUG3	0.22
A0A1B0GVQ0	0.22
Q8N8V8	0.22
Q2WGJ8	0.22
O14925	0.22
Q496F6	0.22
O43657	0.22
P04118	0.22
P50583	0.22
Q9NWX6	0.22
Q8N616	0.22
P53677	0.22
A0A0C4DH31	0.22
P01705	0.22
Q9NZJ9	0.22
Q96DE5	0.22
P59773	0.221
O43240	0.221
Q9BYG0	0.221
P62195	0.221
Q9UNK4	0.221
P01742	0.221
Q96Q11	0.221
Q8N1Q1	0.221
Q9P126	0.221
Q9BXT2	0.221
Q86XE5	0.221
Q9UDY4	0.221
P50454	0.221
Q86UL3	0.221
Q0VDD5	0.221
Q10588	0.221
P51884	0.221
Q8TAC2	0.221
Q9GZL8	0.221
Q7Z7H3	0.221
Q8N5C7	0.221
Q9NPF8	0.221
Q99426	0.221
Q6YFQ2	0.221
O75874	0.221
Q14236	0.221
P48643	0.221
P04216	0.222
Q9UNA3	0.222
P36575	0.222
A0A0G2JLW4	0.222
A0A075B6X5	0.222
P55058	0.222
Q3LIE5	0.222
Q13326	0.222
Q5HYK3	0.222
Q96KF2	0.222
P15313	0.222
Q8NBX0	0.222
A6NH11	0.222
Q9H2W1	0.222
Q9UNI1	0.222
Q6UXB3	0.222
Q17RR3	0.222
Q96A25	0.222
Q10713	0.223
A0A1B0GTK4	0.223
P01763	0.223
Q5T1J6	0.223
Q9UN19	0.223
A0A0K0K1B3	0.223
Q8IVS2	0.223
P51580	0.223
A0A2R8YFM6	0.223
P0C870	0.223
Q96M42	0.223
Q6XLA1	0.223
A0A087WW49	0.223
Q15392	0.223
Q9Y2W7	0.223
Q969V3	0.223
Q9Y600	0.223
P12532	0.223
Q969T7	0.223
Q99944	0.223
Q7Z7H8	0.223
P40939	0.223
Q9HA64	0.224
O14609	0.224
P56555	0.224
P35625	0.224
Q13939	0.224
P01715	0.224
Q96KT6	0.224
P14867	0.224
P60568	0.224
Q9H2C2	0.224
Q9UHL0	0.224
A6NEK1	0.224
P62424	0.224
Q8N815	0.224
O95154	0.224
P20061	0.224
Q9NQ25	0.224
Q8NG41	0.224
O14863	0.224
Q9H0C1	0.224
P15248	0.224
A0A075B6T6	0.224
Q14994	0.224
A0A075B7D4	0.225
Q9NV23	0.225
P56277	0.225
P48739	0.225
Q9Y574	0.225
A6NHM9	0.225
Q9UBJ2	0.225
Q6NTF7	0.225
A0A5F9ZH88	0.225
O75830	0.225
P59022	0.225
Q96IG2	0.225
Q9Y3I0	0.225
Q03113	0.225
Q7Z6W1	0.225
O43181	0.225
P54855	0.225
O95864	0.225
Q9BYX7	0.225
Q969W0	0.225
H0Y7S4	0.225
O75204	0.225
P61221	0.225
Q9NUZ1	0.226
Q53RY4	0.226
Q8N976	0.226
Q6X784	0.226
Q9UNH6	0.226
A0A5F9Z9Y6	0.226
Q8N983	0.226
Q5JU69	0.226
P08686	0.226
P61011	0.226
Q9UBS4	0.226
A1L3X0	0.226
O15270	0.226
P34896	0.226
Q8TBQ9	0.226
P00505	0.226
Q6UY27	0.226
Q5VXI9	0.226
Q86U28	0.226
Q6ZVK8	0.226
O60384	0.226
P01706	0.226
Q8N9N7	0.226
O14772	0.226
Q6UWR7	0.226
P14920	0.226
Q9UKC9	0.226
Q9H7B7	0.226
Q9UHA3	0.227
P31513	0.227
Q9NRD0	0.227
P05231	0.227
Q9H479	0.227
A6NGH8	0.227
A0A0B4J1V7	0.227
P08861	0.227
O00170	0.227
P16662	0.227
Q6ZVH6	0.227
Q6UXB1	0.227
Q6BDI9	0.227
Q02221	0.227
Q9BPY3	0.228
Q8N0V5	0.228
P30837	0.228
P23942	0.228
P39019	0.228
Q6P0A1	0.228
Q9BZE1	0.228
O60683	0.228
A8MPS7	0.228
A0A0B4J248	0.228
Q8N112	0.228
O00338	0.228
Q9NXV2	0.228
P13284	0.228
Q9BWT6	0.228
Q9HD23	0.228
P0DTE5	0.228
Q8TC84	0.228
Q32M84	0.228
P08034	0.228
Q08830	0.228
Q6SA08	0.228
Q9UIA0	0.228
P03901	0.229
A0A087WV53	0.229
Q6UWQ7	0.229
P0DMS9	0.229
P00367	0.229
Q9NWU2	0.229
Q9NRP0	0.229
Q9BZJ3	0.229
O43791	0.229
P19224	0.229
Q00604	0.229
Q9NVL1	0.229
Q6P5R6	0.229
Q9NR23	0.229
Q6UXT8	0.229
Q5VUD6	0.229
P00915	0.229
A0A2R8YCY7	0.229
O94808	0.229
Q8NFK1	0.229
Q4KMZ8	0.229
O14717	0.229
P08571	0.23
A0A8V8TII8	0.23
P60022	0.23
Q8IZ81	0.23
Q0VDF9	0.23
Q8NEW7	0.23
O43174	0.23
Q15582	0.23
Q9Y265	0.23
Q5QGT7	0.23
P50148	0.23
Q9UKU7	0.23
P13674	0.23
Q9H6L2	0.23
Q96HJ5	0.23
Q8WVX3	0.23
Q9H3Q3	0.23
Q9BZM1	0.23
Q13867	0.23
Q9ULY5	0.23
Q9HAW7	0.23
Q8TBJ4	0.231
Q12981	0.231
Q96IV6	0.231
P21281	0.231
Q14642	0.231
A0A804HLA8	0.231
A0A075B7B6	0.231
A6NM66	0.231
Q7L211	0.231
Q99748	0.231
Q8N6M3	0.231
Q9HBH1	0.231
Q9H5K3	0.231
P32189	0.231
O15466	0.231
Q99999	0.231
Q96BQ5	0.231
Q8N4P2	0.231
A6NM45	0.231
Q5J8X5	0.231
Q16695	0.231
Q96LL3	0.231
O15539	0.231
Q13951	0.231
Q96KA5	0.231
P06702	0.231
Q9Y6E2	0.232
Q7Z4T8	0.232
P84243	0.232
Q86YW7	0.232
Q03403	0.232
Q9NYG5	0.232
P21741	0.232
P02656	0.232
P83881	0.232
Q8TDE3	0.232
Q8IWR1	0.232
Q96RP9	0.232
J3KSC0	0.232
A0A1B0GTY4	0.232
Q9H0Y0	0.232
Q8TB36	0.232
Q8N614	0.232
Q8WYK0	0.232
Q96KN2	0.232
P62906	0.232
Q8NAA6	0.232
Q13347	0.232
Q13449	0.232
Q9UMS4	0.233
Q9UBX7	0.233
Q8N2A8	0.233
A6NCN2	0.233
P39877	0.233
B2RV13	0.233
Q2TB90	0.233
F2Z3M2	0.233
P31939	0.233
Q8NFQ6	0.233
O00421	0.233
A0A0B4J1T7	0.233
Q86X76	0.233
Q5VYY2	0.233
Q9H7Z7	0.233
O14874	0.233
P49189	0.233
Q8NCG5	0.233
Q6ZVU0	0.233
O95867	0.233
P08246	0.233
Q86XQ3	0.233
Q9NPC2	0.233
Q96LT7	0.233
Q9BY14	0.233
A0A1B0GTB2	0.234
P0CJ71	0.234
P34096	0.234
P50591	0.234
Q9P000	0.234
P39656	0.234
Q6UX53	0.234
P22914	0.234
Q99595	0.234
Q99518	0.234
Q9NP77	0.234
Q8WZ60	0.234
Q9BVC6	0.234
A0A075B6I6	0.234
P28476	0.234
A0A0G2JRQ6	0.234
Q14409	0.234
Q8N104	0.234
Q8N7S2	0.234
Q8WWY7	0.234
P61962	0.234
Q8N4M7	0.234
Q9HD36	0.234
O60488	0.234
B7Z8K6	0.234
P01019	0.234
Q8N9T2	0.234
Q13084	0.234
Q99470	0.235
P09341	0.235
Q8NI29	0.235
A0A0C4DH73	0.235
Q8N474	0.235
Q9UM13	0.235
Q6NXE6	0.235
P00352	0.235
Q96DR5	0.235
Q9NRW3	0.235
O00625	0.235
A0A0B4J1U3	0.235
P08567	0.235
Q93070	0.235
P04054	0.235
A0A0B4J280	0.235
Q86WD7	0.235
Q9UQB9	0.235
Q96MX0	0.235
Q99487	0.235
O14521	0.235
Q9NRH1	0.235
Q12765	0.235
Q969U7	0.235
O00422	0.235
Q9NYA1	0.235
Q9Y3D2	0.235
P09912	0.235
P28482	0.235
P48509	0.236
Q9Y6J8	0.236
K9M1U5	0.236
Q9Y4A0	0.236
O60547	0.236
Q9HB29	0.236
A0AVF1	0.236
P41732	0.236
Q9UNU6	0.236
Q8TAB7	0.236
P02708	0.236
P19876	0.236
Q96HA8	0.236
A0A096LPI5	0.236
A6NLX4	0.236
Q6ZNK6	0.236
Q719I0	0.236
Q9H293	0.236
Q5EBM4	0.236
Q6P1X6	0.236
P0C7X3	0.236
Q8WU67	0.236
Q6IPU0	0.237
Q86UA6	0.237
Q9NWS6	0.237
P83859	0.237
P98187	0.237
A0A0C4DH24	0.237
Q96PS1	0.237
Q9NWL6	0.237
Q9UF47	0.237
P01602	0.237
P68104	0.237
A6NGN9	0.237
Q06432	0.237
Q8N5Z0	0.237
O60858	0.237
O60809	0.237
P17707	0.237
P17900	0.237
P28069	0.237
Q9HC23	0.237
Q9Y2Z4	0.238
O95868	0.238
P49821	0.238
Q96M78	0.238
Q9UKJ5	0.238
Q9UBF6	0.238
P01717	0.238
Q9BU79	0.238
Q9NZF1	0.238
Q8N9L9	0.238
P57054	0.238
O75635	0.238
Q16769	0.238
Q9H756	0.238
Q8NDV1	0.238
Q14061	0.238
Q96B21	0.238
Q8N7U9	0.238
Q92947	0.238
Q9H8M7	0.238
A0A0A6YYG2	0.238
P82663	0.238
Q6UXZ3	0.238
P16410	0.238
Q6PF18	0.238
Q9Y236	0.238
Q05901	0.238
O75015	0.238
Q86VZ2	0.239
Q7Z4L0	0.239
Q330K2	0.239
Q9NW38	0.239
P03973	0.239
P08637	0.239
Q8N8N0	0.239
